family,number,id,name,description,type,status,placeholder_values,profile_notes,page
CM,06,cm-6,Configuration settings,"A. Establish and document configuration settings for components employed within the system that reflect the most
restrictive mode consistent with operational requirements using [Assignment: organization-defined common secure
configurations].
B. Implement the configuration settings.
C. Identify, document, and approve any deviations from established configuration settings for [Assignment: organization-
defined system components] based on [Assignment: organization-defined operational requirements].
D. Monitor and control changes to the configuration settings in accordance with organizational policies and procedures.",Control,Selected,NA,NA,48
CM,06(01),cm-6.1,Configuration settings,"Configuration settings: Automated management, application, and verification
Manage, apply, and verify configuration settings for [Assignment: organization-defined system components] using
[Assignment: organization-defined automated mechanisms].",Control,Not selected,NA,NA,48
CM,06(02),cm-6.2,Configuration settings,"Configuration settings: Respond to unauthorized changes
Take the following actions in response to unauthorized changes to [Assignment: organization-defined configuration
settings]: [Assignment: organization-defined actions].",Control,Not selected,NA,NA,48
CM,06(03),cm-6.3,Configuration settings,"Configuration settings: Unauthorized change detection
Withdrawn: Incorporated into SI-07.",NA,NA,NA,NA,48
CM,06(04),cm-6.4,Configuration settings,"Configuration settings: Conformance demonstration
Withdrawn: Incorporated into CM-04.",NA,NA,NA,NA,48
CM,07,cm-7,Least functionality,"A. Configure the system to provide only [Assignment: organization-defined mission essential capabilities].
B. Prohibit or restrict the use of the following functions, ports, protocols, software, and/or services: [Assignment:
organization-defined prohibited or restricted functions, system ports, protocols, software, and/or services].",Control,Selected,NA,NA,48
CM,07(01),cm-7.1,Least functionality,"Least functionality: Periodic review
a. Review the system [Assignment: organization-defined frequency] to identify unnecessary and/or nonsecure functions,
ports, protocols, software, and services.
b. Disable or remove [Assignment: organization-defined functions, ports, protocols, software, and services within the
system deemed to be unnecessary and/or nonsecure].",Control,Selected,NA,NA,48
CM,07(02),cm-7.2,Least functionality,"Least functionality: Prevent program execution
Prevent program execution in accordance with [Selection (one or more): [Assignment: organization-defined policies, rules
of behavior, and/or access agreements regarding software program usage and restrictions]; rules authorizing the terms
and conditions of software program usage].",Control,Selected,NA,NA,48
CM,07(03),cm-7.3,Least functionality,"Least functionality: Registration compliance
Ensure compliance with [Assignment: organization-defined registration requirements for functions, ports, protocols, and
services].",Control,Not selected,NA,NA,48
CM,07(04),cm-7.4,Least functionality,"Least functionality: Unauthorized software -- deny-by-exception
a. Identify [Assignment: organization-defined software programs not authorized to execute on the system].
b. Employ an allow-all, deny-by-exception policy to prohibit the execution of unauthorized software programs on the
system.
c. Review and update the list of unauthorized software programs [Assignment: organization-defined frequency].",Control,Not selected,NA,NA,49
CM,07(05),cm-7.5,Least functionality,"Least functionality: Authorized software -- allow-by-exception
a. Identify [Assignment: organization-defined software programs authorized to execute on the system].
b. Employ a deny-all, permit-by-exception policy to allow the execution of authorized software programs on the system.
c. Review and update the list of authorized software programs [Assignment: organization-defined frequency].",Control,Selected,NA,NA,49
CM,07(06),cm-7.6,Least functionality,"Least functionality: Confined environments with limited privileges
Require that the following user-installed software execute in a confined physical or virtual machine environment with
limited privileges: [Assignment: organization-defined user-installed software].",Control,Not selected,NA,NA,49
CM,07(07),cm-7.7,Least functionality,"Least functionality: Code execution in protected environment
Allow execution of binary or machine-executable code only in confined physical or virtual machine environments and with
the explicit approval of [Assignment: organization-defined personnel or roles] when such code is:
a. obtained from sources with limited or no warranty
b. without the provision of source code",Control,Not selected,NA,NA,49
CM,07(08),cm-7.8,Least functionality,"Least functionality: Binary or machine executable code
a. Prohibit the use of binary or machine-executable code from sources with limited or no warranty or without the provision
of source code.
b. Allow exceptions only for compelling mission or operational requirements and with the approval of the authorizing
official.",Control,Not selected,NA,NA,49
